"Dstat 0.7.0 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","oss-2",,,,"User:","sachin"
"Cmdline:","dstat -D sda2,sda3,sda5,sda9,sda -N eth1,eth2,eth3,eth4,eth5,total -tcnmdls --disk-util --output dstat.csv 1 460",,,,"Date:","06 May 2013 12:18:46 IST"

"system","total cpu usage",,,,,,"net/eth1",,"net/eth2",,"net/eth3",,"net/eth4",,"net/eth5",,"net/total",,"memory usage",,,,"dsk/sda2",,"dsk/sda3",,"dsk/sda5",,"dsk/sda9",,"dsk/sda",,"load avg",,,"swap",,"sda2","sda3","sda5","sda9","sda"
06-05 12:22:05,0.063,0.063,99.562,0.313,0.0,0.0,0.0,0.0,725669.0,25256.0,64.0,0.0,64.0,0.0,64.0,0.0,726117.0,25256.0,785960960.0,270778368.0,3472920576.0,29089021952.0,0.0,897024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,897024.0,0.910,0.750,0.540,528384.0,33553895424.0,27.900,0.0,0.0,0.0,27.900
06-05 12:22:06,0.063,0.094,99.562,0.282,0.0,0.0,324.0,0.0,1155372.0,36104.0,0.0,0.0,0.0,0.0,0.0,0.0,1156072.0,36104.0,785940480.0,270778368.0,3473829888.0,29088133120.0,0.0,1175552.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1175552.0,0.910,0.750,0.540,528384.0,33553895424.0,24.400,0.0,0.0,0.0,24.400
06-05 12:22:07,0.063,0.031,99.500,0.407,0.0,0.0,0.0,0.0,1020686.0,34212.0,64.0,0.0,64.0,0.0,64.0,0.0,1021070.0,34212.0,785960960.0,270778368.0,3474698240.0,29087244288.0,0.0,1118208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1118208.0,0.920,0.750,0.540,528384.0,33553895424.0,29.0,0.0,0.0,0.0,29.0
06-05 12:22:08,0.063,0.063,99.468,0.407,0.0,0.0,64.0,0.0,993764.0,32216.0,0.0,0.0,0.0,0.0,0.0,0.0,994204.0,32216.0,785874944.0,270778368.0,3475714048.0,29086314496.0,0.0,1118208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150976.0,0.920,0.750,0.540,528384.0,33553895424.0,29.0,0.0,0.0,0.0,30.100
06-05 12:22:09,0.063,0.063,99.625,0.250,0.0,0.0,0.0,0.0,559802.0,22422.0,64.0,0.0,64.0,0.0,64.0,0.0,560186.0,22422.0,785821696.0,270782464.0,3476144128.0,29085933568.0,0.0,917504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917504.0,0.920,0.750,0.540,528384.0,33553895424.0,28.900,0.0,0.0,0.0,28.900
06-05 12:22:10,0.063,0.063,99.562,0.281,0.0,0.031,64.0,0.0,1004660.0,32350.0,64.0,0.0,0.0,0.0,0.0,0.0,1005164.0,32350.0,785899520.0,270790656.0,3477073920.0,29084917760.0,0.0,1056768.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,1069056.0,0.920,0.750,0.540,528384.0,33553895424.0,25.500,0.0,0.0,1.800,27.100
06-05 12:22:11,0.094,0.031,99.562,0.313,0.0,0.0,0.0,0.0,1105218.0,35778.0,261.0,0.0,64.0,0.0,64.0,0.0,1105885.0,35778.0,785862656.0,270790656.0,3477999616.0,29084028928.0,0.0,1183744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183744.0,0.920,0.750,0.540,528384.0,33553895424.0,24.900,0.0,0.0,0.0,24.900
06-05 12:22:12,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,959030.0,31700.0,64.0,0.0,0.0,0.0,0.0,0.0,959620.0,31700.0,785735680.0,270790656.0,3478761472.0,29083394048.0,0.0,1060864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060864.0,0.920,0.750,0.550,528384.0,33553895424.0,21.400,0.0,0.0,0.0,21.400
06-05 12:22:13,0.063,0.094,99.437,0.407,0.0,0.0,0.0,0.0,867714.0,28590.0,0.0,0.0,64.0,0.0,64.0,0.0,868034.0,28636.0,785735680.0,270790656.0,3479523328.0,29082632192.0,0.0,1249280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249280.0,0.920,0.750,0.550,528384.0,33553895424.0,28.700,0.0,0.0,0.0,28.700
06-05 12:22:14,0.031,0.031,99.687,0.250,0.0,0.0,64.0,0.0,923054.0,30784.0,64.0,0.0,64.0,0.0,64.0,0.0,923686.0,30784.0,785555456.0,270798848.0,3480330240.0,29081997312.0,0.0,860160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860160.0,0.920,0.750,0.550,528384.0,33553895424.0,22.600,0.0,0.0,0.0,22.600
06-05 12:22:15,0.063,0.063,99.562,0.313,0.0,0.0,64.0,0.0,688022.0,24822.0,0.0,0.0,0.0,0.0,0.0,0.0,688278.0,24822.0,785747968.0,270798848.0,3480891392.0,29081243648.0,0.0,823296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823296.0,0.920,0.750,0.550,528384.0,33553895424.0,23.900,0.0,0.0,0.0,23.900
06-05 12:22:16,0.063,0.063,99.531,0.344,0.0,0.0,0.0,0.0,798708.0,27672.0,64.0,0.0,64.0,0.0,64.0,0.0,799523.0,27672.0,785555456.0,270807040.0,3481587712.0,29080731648.0,0.0,974848.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,987136.0,0.920,0.750,0.550,528384.0,33553895424.0,26.0,0.0,0.0,1.300,27.100
06-05 12:22:17,0.094,0.063,99.656,0.188,0.0,0.0,64.0,0.0,862764.0,29422.0,0.0,0.0,0.0,0.0,0.0,0.0,863020.0,29422.0,785383424.0,270807040.0,3483029504.0,29079461888.0,0.0,1249280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1249280.0,1.010,0.770,0.550,528384.0,33553895424.0,22.900,0.0,0.0,0.0,22.900
06-05 12:22:18,0.031,0.063,99.687,0.219,0.0,0.0,0.0,0.0,1212772.0,37796.0,64.0,0.0,64.0,0.0,64.0,0.0,1214100.0,37796.0,785563648.0,270807040.0,3483484160.0,29078827008.0,0.0,1974272.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1982464.0,1.010,0.770,0.550,528384.0,33553895424.0,26.600,0.0,0.0,2.200,27.0
06-05 12:22:19,0.031,0.094,99.750,0.125,0.0,0.0,64.0,0.0,847618.0,28932.0,0.0,0.0,0.0,0.0,0.0,0.0,848134.0,28932.0,785547264.0,270815232.0,3484000256.0,29078319104.0,0.0,851968.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,851968.0,1.010,0.770,0.550,528384.0,33553895424.0,22.400,0.0,0.0,0.0,22.400
06-05 12:22:20,0.063,0.031,99.750,0.156,0.0,0.0,0.0,0.0,777388.0,25664.0,64.0,0.0,64.0,0.0,64.0,0.0,778116.0,25664.0,785563648.0,270815232.0,3484745728.0,29077557248.0,0.0,970752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970752.0,1.010,0.770,0.550,528384.0,33553895424.0,17.900,0.0,0.0,0.0,17.900
06-05 12:22:21,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,1100542.0,34056.0,0.0,0.0,0.0,0.0,0.0,0.0,1100830.0,34056.0,785612800.0,270815232.0,3485712384.0,29076541440.0,0.0,1224704.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1224704.0,1.010,0.770,0.550,528384.0,33553895424.0,22.500,0.0,0.0,0.0,22.500
06-05 12:22:22,0.062,0.094,99.500,0.312,0.031,0.0,0.0,0.0,735414.0,25580.0,64.0,0.0,325.0,0.0,64.0,0.0,736403.0,25580.0,785387520.0,270823424.0,3486310400.0,29076160512.0,0.0,888832.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,913408.0,1.010,0.780,0.560,528384.0,33553895424.0,23.300,0.0,0.0,1.900,25.200
06-05 12:22:23,0.094,0.063,99.719,0.125,0.0,0.0,64.0,0.0,1156532.0,35742.0,0.0,0.0,0.0,0.0,0.0,0.0,1156884.0,35742.0,785395712.0,270823424.0,3487309824.0,29075152896.0,0.0,2789376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2789376.0,1.010,0.780,0.560,528384.0,33553895424.0,23.800,0.0,0.0,0.0,23.800
06-05 12:22:24,0.063,0.125,99.437,0.344,0.0,0.031,0.0,0.0,848160.0,28634.0,64.0,0.0,64.0,0.0,324.0,0.0,854735.0,28634.0,786444288.0,270831616.0,3504791552.0,29056614400.0,0.0,17829888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17829888.0,1.010,0.780,0.560,528384.0,33553895424.0,28.900,0.0,0.0,0.0,28.900
06-05 12:22:25,0.063,0.031,99.750,0.156,0.0,0.0,64.0,0.0,757710.0,27360.0,0.0,0.0,0.0,0.0,0.0,0.0,758062.0,27360.0,786472960.0,270831616.0,3505397760.0,29055979520.0,0.0,958464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958464.0,1.010,0.780,0.560,528384.0,33553895424.0,22.700,0.0,0.0,0.0,22.700
06-05 12:22:26,0.031,0.063,99.687,0.219,0.0,0.0,0.0,0.0,731868.0,25764.0,64.0,0.0,64.0,0.0,64.0,0.0,732664.0,25764.0,786620416.0,270831616.0,3506020352.0,29055209472.0,0.0,753664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,753664.0,1.010,0.780,0.560,528384.0,33553895424.0,26.0,0.0,0.0,0.0,26.0
06-05 12:22:27,0.063,0.063,99.687,0.188,0.0,0.0,64.0,0.0,883742.0,30350.0,64.0,0.0,0.0,0.0,0.0,0.0,884158.0,30350.0,786628608.0,270831616.0,3506774016.0,29054447616.0,0.0,1044480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044480.0,1.010,0.780,0.560,528384.0,33553895424.0,23.200,0.0,0.0,0.0,23.200
06-05 12:22:28,0.031,0.094,99.468,0.407,0.0,0.0,0.0,0.0,1003282.0,33284.0,0.0,0.0,64.0,0.0,64.0,0.0,1005236.0,33284.0,786546688.0,270839808.0,3507609600.0,29053685760.0,0.0,1232896.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,1249280.0,1.010,0.780,0.560,528384.0,33553895424.0,27.700,0.0,0.0,1.300,28.200
06-05 12:22:29,0.063,0.031,99.656,0.250,0.0,0.0,64.0,0.0,789962.0,27596.0,64.0,0.0,0.0,0.0,0.0,0.0,790314.0,27596.0,786493440.0,270848000.0,3508289536.0,29053050880.0,0.0,970752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970752.0,1.010,0.780,0.560,528384.0,33553895424.0,23.900,0.0,0.0,0.0,23.900
06-05 12:22:30,0.063,0.031,99.750,0.156,0.0,0.0,0.0,0.0,985116.0,32286.0,0.0,0.0,64.0,0.0,64.0,0.0,987043.0,32286.0,786587648.0,270848000.0,3509084160.0,29052162048.0,0.0,1077248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077248.0,1.010,0.780,0.560,528384.0,33553895424.0,22.400,0.0,0.0,0.0,22.400
06-05 12:22:31,0.031,0.063,99.687,0.188,0.0,0.031,64.0,0.0,903124.0,29474.0,64.0,0.0,0.0,0.0,0.0,0.0,903814.0,29474.0,786505728.0,270848000.0,3509800960.0,29051527168.0,0.0,847872.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,847872.0,1.010,0.780,0.560,528384.0,33553895424.0,23.800,0.0,0.0,0.0,23.800
06-05 12:22:32,0.063,0.094,99.687,0.156,0.0,0.0,64.0,0.0,763874.0,27068.0,0.0,0.0,64.0,0.0,64.0,0.0,764510.0,27068.0,786460672.0,270848000.0,3510603776.0,29050769408.0,0.0,1056768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056768.0,1.010,0.790,0.560,528384.0,33553895424.0,21.600,0.0,0.0,0.0,21.600
06-05 12:22:33,0.063,0.031,99.719,0.188,0.0,0.0,260.0,0.0,940236.0,31134.0,64.0,0.0,0.0,0.0,0.0,0.0,940688.0,31134.0,786358272.0,270848000.0,3511341056.0,29050134528.0,0.0,1073152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1073152.0,1.010,0.790,0.560,528384.0,33553895424.0,22.200,0.0,0.0,0.0,22.200
06-05 12:22:34,0.031,0.063,99.500,0.407,0.0,0.0,64.0,0.0,766484.0,25670.0,0.0,0.0,64.0,0.0,64.0,0.0,767120.0,25670.0,786288640.0,270864384.0,3512029184.0,29049499648.0,0.0,884736.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,901120.0,1.010,0.790,0.560,528384.0,33553895424.0,21.700,0.0,0.0,1.400,23.0
06-05 12:22:35,0.063,0.063,99.656,0.219,0.0,0.0,0.0,0.0,857273.0,28018.0,64.0,0.0,0.0,0.0,64.0,0.0,857529.0,28018.0,786313216.0,270864384.0,3512758272.0,29048745984.0,0.0,1097728.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097728.0,1.010,0.790,0.560,528384.0,33553895424.0,23.500,0.0,0.0,0.0,23.500
06-05 12:22:36,0.063,0.063,99.719,0.156,0.0,0.0,64.0,0.0,808876.0,28016.0,0.0,0.0,64.0,0.0,0.0,0.0,809448.0,28016.0,786141184.0,270864384.0,3513446400.0,29048229888.0,0.0,921600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921600.0,1.010,0.790,0.560,528384.0,33553895424.0,20.600,0.0,0.0,0.0,20.600
06-05 12:22:37,0.094,0.063,99.625,0.219,0.0,0.0,0.0,0.0,1043682.0,33368.0,64.0,0.0,0.0,0.0,64.0,0.0,1044002.0,33368.0,786186240.0,270864384.0,3514290176.0,29047341056.0,0.0,1191936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1204224.0,1.010,0.790,0.560,528384.0,33553895424.0,22.700,0.0,0.0,0.0,23.600
06-05 12:22:38,0.031,0.031,99.687,0.219,0.0,0.031,64.0,0.0,890534.0,31024.0,0.0,0.0,64.0,0.0,0.0,0.0,891234.0,31024.0,786165760.0,270864384.0,3515068416.0,29046583296.0,0.0,1081344.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1089536.0,1.010,0.790,0.560,528384.0,33553895424.0,25.400,0.0,0.0,1.700,26.200
06-05 12:22:39,0.063,0.063,99.687,0.188,0.0,0.0,0.0,0.0,806498.0,26574.0,64.0,0.0,64.0,0.0,64.0,0.0,806946.0,26574.0,786194432.0,270872576.0,3515666432.0,29045948416.0,0.0,1024000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1024000.0,1.010,0.790,0.560,528384.0,33553895424.0,22.700,0.0,0.0,0.0,22.700
06-05 12:22:40,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,978406.0,32298.0,261.0,0.0,0.0,0.0,0.0,0.0,979303.0,32298.0,786157568.0,270880768.0,3516583936.0,29045059584.0,0.0,897024.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,909312.0,1.010,0.790,0.560,528384.0,33553895424.0,23.700,0.0,0.0,1.600,24.900
06-05 12:22:41,0.063,0.031,99.719,0.188,0.0,0.0,0.0,0.0,744710.0,26590.0,64.0,0.0,64.0,0.0,64.0,0.0,745222.0,26590.0,786165760.0,270880768.0,3517083648.0,29044551680.0,0.0,970752.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,970752.0,1.010,0.790,0.560,528384.0,33553895424.0,20.900,0.0,0.0,0.0,20.900
06-05 12:22:42,0.031,0.094,99.531,0.344,0.0,0.0,64.0,0.0,817720.0,27610.0,0.0,0.0,0.0,0.0,0.0,0.0,818292.0,27610.0,785960960.0,270880768.0,3517796352.0,29044043776.0,0.0,913408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,913408.0,1.0,0.790,0.560,528384.0,33553895424.0,23.0,0.0,0.0,0.0,23.0
06-05 12:22:43,0.062,0.094,99.719,0.125,0.0,0.0,0.0,0.0,663268.0,24904.0,64.0,0.0,64.0,0.0,64.0,0.0,663780.0,24904.0,786055168.0,270880768.0,3518328832.0,29043417088.0,0.0,876544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,876544.0,1.0,0.790,0.560,528384.0,33553895424.0,24.500,0.0,0.0,0.0,24.500
06-05 12:22:44,0.063,0.125,99.468,0.344,0.0,0.0,64.0,0.0,919722.0,31356.0,0.0,0.0,0.0,0.0,0.0,0.0,920541.0,31356.0,787083264.0,270897152.0,3535695872.0,29025005568.0,0.0,17829888.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17842176.0,1.0,0.790,0.560,528384.0,33553895424.0,27.500,0.0,0.0,0.0,28.200
06-05 12:22:45,0.063,0.063,99.750,0.125,0.0,0.0,0.0,0.0,947442.0,29832.0,64.0,0.0,64.0,0.0,64.0,0.0,947954.0,29832.0,787034112.0,270897152.0,3536633856.0,29024116736.0,0.0,1093632.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093632.0,1.0,0.790,0.560,528384.0,33553895424.0,21.900,0.0,0.0,0.0,21.900
06-05 12:22:46,0.063,0.063,99.656,0.219,0.0,0.0,64.0,0.0,966596.0,30760.0,0.0,0.0,0.0,0.0,0.0,0.0,967232.0,30760.0,787009536.0,270905344.0,3537420288.0,29023346688.0,0.0,970752.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,983040.0,1.0,0.790,0.560,528384.0,33553895424.0,20.400,0.0,0.0,1.700,21.900
06-05 12:22:47,0.063,0.063,99.562,0.313,0.0,0.0,64.0,0.0,728646.0,26774.0,64.0,0.0,64.0,0.0,64.0,0.0,729286.0,26774.0,786980864.0,270905344.0,3538083840.0,29022711808.0,0.0,991232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991232.0,1.080,0.810,0.570,528384.0,33553895424.0,23.200,0.0,0.0,0.0,23.200
06-05 12:22:48,0.031,0.031,99.468,0.438,0.0,0.031,0.0,0.0,797810.0,27412.0,0.0,0.0,0.0,0.0,0.0,0.0,798382.0,27412.0,786944000.0,270905344.0,3538755584.0,29022076928.0,0.0,1695744.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,1703936.0,1.080,0.810,0.570,528384.0,33553895424.0,23.0,0.0,0.0,1.200,23.0
06-05 12:22:49,0.063,0.063,99.531,0.344,0.0,0.0,64.0,0.0,887368.0,30300.0,64.0,0.0,325.0,0.0,64.0,0.0,888333.0,30300.0,786915328.0,270913536.0,3539410944.0,29021442048.0,0.0,1052672.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1052672.0,1.080,0.810,0.570,528384.0,33553895424.0,28.600,0.0,0.0,0.0,28.600
06-05 12:22:50,0.031,0.063,99.625,0.282,0.0,0.0,0.0,0.0,922746.0,29494.0,0.0,0.0,0.0,0.0,0.0,0.0,923254.0,29494.0,787001344.0,270913536.0,3540213760.0,29020553216.0,0.0,974848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,974848.0,1.080,0.810,0.570,528384.0,33553895424.0,24.800,0.0,0.0,0.0,24.800
06-05 12:22:51,0.063,0.031,99.750,0.156,0.0,0.0,64.0,0.0,822500.0,28366.0,64.0,0.0,64.0,0.0,64.0,0.0,823076.0,28366.0,787083264.0,270913536.0,3540893696.0,29019791360.0,0.0,815104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815104.0,1.080,0.810,0.570,528384.0,33553895424.0,22.800,0.0,0.0,0.0,22.800
06-05 12:22:52,0.063,0.063,99.468,0.407,0.0,0.0,0.0,0.0,671566.0,25438.0,64.0,0.0,0.0,0.0,260.0,0.0,672462.0,25438.0,787025920.0,270921728.0,3541450752.0,29019283456.0,0.0,901120.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,925696.0,1.080,0.810,0.570,528384.0,33553895424.0,30.300,0.0,0.0,1.500,31.400
06-05 12:22:53,0.031,0.063,99.656,0.250,0.0,0.0,64.0,0.0,724540.0,24734.0,0.0,0.0,64.0,0.0,64.0,0.0,725116.0,24734.0,786960384.0,270921728.0,3542024192.0,29018775552.0,0.0,2486272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2486272.0,1.080,0.810,0.570,528384.0,33553895424.0,25.900,0.0,0.0,0.0,25.900
06-05 12:22:54,0.063,0.031,99.625,0.250,0.0,0.031,0.0,0.0,802780.0,28022.0,64.0,0.0,0.0,0.0,64.0,0.0,803796.0,28022.0,786821120.0,270929920.0,3542663168.0,29018267648.0,0.0,958464.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,958464.0,1.080,0.810,0.570,528384.0,33553895424.0,27.100,0.0,0.0,0.0,27.100
06-05 12:22:55,0.125,0.156,99.406,0.313,0.0,0.0,64.0,0.0,1034558.0,33342.0,0.0,0.0,64.0,0.0,0.0,0.0,1035070.0,33342.0,786997248.0,270929920.0,3544272896.0,29016481792.0,0.0,1265664.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1265664.0,1.080,0.810,0.570,528384.0,33553895424.0,22.300,0.0,0.0,0.0,22.300
06-05 12:22:56,0.063,0.063,99.562,0.313,0.0,0.0,0.0,0.0,1220856.0,36640.0,64.0,0.0,0.0,0.0,64.0,0.0,1221652.0,36640.0,787668992.0,270929920.0,3544743936.0,29015339008.0,0.0,1056768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1056768.0,1.080,0.810,0.570,528384.0,33553895424.0,25.0,0.0,0.0,0.0,25.0
06-05 12:22:57,0.094,0.062,99.469,0.375,0.0,0.0,64.0,0.0,572238.0,24246.0,0.0,0.0,64.0,0.0,0.0,0.0,572750.0,24246.0,787664896.0,270929920.0,3545128960.0,29014958080.0,0.0,864256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864256.0,1.070,0.820,0.570,528384.0,33553895424.0,27.600,0.0,0.0,0.0,27.600
06-05 12:22:58,0.0,0.063,99.531,0.407,0.0,0.0,0.0,0.0,701162.0,25852.0,64.0,0.0,0.0,0.0,64.0,0.0,702022.0,25852.0,787709952.0,270938112.0,3545710592.0,29014323200.0,0.0,831488.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,847872.0,1.070,0.820,0.570,528384.0,33553895424.0,30.200,0.0,0.0,4.400,31.200
06-05 12:22:59,0.094,0.063,99.531,0.313,0.0,0.0,64.0,0.0,937582.0,31248.0,0.0,0.0,64.0,0.0,0.0,0.0,938222.0,31248.0,787369984.0,270946304.0,3546591232.0,29013774336.0,0.0,1130496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1130496.0,1.070,0.820,0.570,528384.0,33553895424.0,26.0,0.0,0.0,0.0,26.0
06-05 12:23:00,0.063,0.063,99.687,0.188,0.0,0.0,260.0,0.0,845562.0,27960.0,64.0,0.0,0.0,0.0,64.0,0.0,846586.0,27960.0,787394560.0,270946304.0,3547328512.0,29013012480.0,0.0,917504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,917504.0,1.070,0.820,0.570,528384.0,33553895424.0,22.500,0.0,0.0,0.0,22.500
06-05 12:23:01,0.063,0.094,99.687,0.156,0.0,0.0,64.0,0.0,763648.0,26998.0,0.0,0.0,64.0,0.0,0.0,0.0,764096.0,26998.0,787390464.0,270946304.0,3547967488.0,29012377600.0,0.0,1044480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044480.0,1.070,0.820,0.570,528384.0,33553895424.0,24.400,0.0,0.0,0.0,24.400
06-05 12:23:02,0.063,0.063,99.500,0.375,0.0,0.0,0.0,0.0,935142.0,32144.0,64.0,0.0,0.0,0.0,64.0,0.0,935842.0,32144.0,787103744.0,270946304.0,3548753920.0,29011877888.0,0.0,794624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794624.0,1.070,0.820,0.580,528384.0,33553895424.0,24.900,0.0,0.0,0.0,24.900
06-05 12:23:03,0.063,0.063,99.719,0.156,0.0,0.0,64.0,0.0,609292.0,21916.0,0.0,0.0,64.0,0.0,0.0,0.0,609676.0,21916.0,786984960.0,270946304.0,3549245440.0,29011505152.0,0.0,1077248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1077248.0,1.070,0.820,0.580,528384.0,33553895424.0,24.400,0.0,0.0,0.0,24.400
06-05 12:23:04,0.063,0.031,99.406,0.469,0.0,0.031,0.0,0.0,928296.0,31724.0,64.0,0.0,64.0,0.0,64.0,0.0,929243.0,31724.0,787013632.0,270958592.0,3550093312.0,29010616320.0,0.0,1011712.0,0.0,0.0,0.0,0.0,0.0,20480.0,0.0,1032192.0,1.070,0.820,0.580,528384.0,33553895424.0,26.200,0.0,0.0,1.600,27.600
06-05 12:23:05,0.031,0.125,99.531,0.313,0.0,0.0,64.0,0.0,720625.0,25014.0,0.0,0.0,0.0,0.0,0.0,0.0,720945.0,25014.0,787509248.0,270966784.0,3567153152.0,28993052672.0,4096.0,17473536.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,17473536.0,1.070,0.820,0.580,528384.0,33553895424.0,25.500,0.0,0.0,0.0,25.500
06-05 12:23:06,0.063,0.063,99.531,0.344,0.0,0.0,0.0,0.0,733606.0,24754.0,64.0,0.0,64.0,0.0,64.0,0.0,734370.0,24754.0,787296256.0,270966784.0,3567882240.0,28992536576.0,0.0,1060864.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1060864.0,1.070,0.820,0.580,528384.0,33553895424.0,25.700,0.0,0.0,0.0,25.700
06-05 12:23:07,0.063,0.063,99.500,0.375,0.0,0.0,64.0,0.0,1039228.0,35064.0,0.0,0.0,0.0,0.0,0.0,0.0,1039548.0,35064.0,787333120.0,270966784.0,3568734208.0,28991647744.0,0.0,1040384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040384.0,1.060,0.820,0.580,528384.0,33553895424.0,28.300,0.0,0.0,0.0,28.300
06-05 12:23:08,0.063,0.063,99.687,0.188,0.0,0.0,64.0,0.0,726314.0,26412.0,325.0,0.0,64.0,0.0,64.0,0.0,727403.0,26412.0,787210240.0,270966784.0,3569438720.0,28991066112.0,0.0,888832.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,892928.0,1.060,0.820,0.580,528384.0,33553895424.0,22.100,0.0,0.0,0.0,22.600
06-05 12:23:09,0.063,0.031,99.719,0.188,0.0,0.0,0.0,0.0,659326.0,25482.0,0.0,0.0,0.0,0.0,0.0,0.0,659582.0,25482.0,787218432.0,270966784.0,3569938432.0,28990558208.0,0.0,815104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,815104.0,1.060,0.820,0.580,528384.0,33553895424.0,21.500,0.0,0.0,0.0,21.500
06-05 12:23:10,0.031,0.063,99.750,0.156,0.0,0.0,64.0,0.0,652116.0,25412.0,64.0,0.0,64.0,0.0,64.0,0.0,652944.0,25412.0,787177472.0,270974976.0,3570479104.0,28990050304.0,0.0,798720.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,811008.0,1.060,0.820,0.580,528384.0,33553895424.0,17.500,0.0,0.0,1.700,18.500
06-05 12:23:11,0.063,0.063,99.437,0.438,0.0,0.0,0.0,0.0,833248.0,28614.0,64.0,0.0,0.0,0.0,0.0,0.0,833504.0,28614.0,787128320.0,270983168.0,3571027968.0,28989542400.0,0.0,1101824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1101824.0,1.060,0.820,0.580,528384.0,33553895424.0,25.0,0.0,0.0,0.0,25.0
06-05 12:23:12,0.063,0.063,99.625,0.250,0.0,0.0,64.0,0.0,751006.0,26648.0,0.0,0.0,64.0,0.0,64.0,0.0,751706.0,26648.0,786857984.0,270983168.0,3571683328.0,28989157376.0,0.0,860160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860160.0,1.060,0.830,0.580,528384.0,33553895424.0,17.400,0.0,0.0,0.0,17.400
